NAME,state,county,Estimate!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars)
"Okmulgee County, Oklahoma",40,111,42175.0
"Jefferson County, Oklahoma",40,067,37319.0
"Garvin County, Oklahoma",40,049,45066.0
"Pontotoc County, Oklahoma",40,123,49235.0
"Hughes County, Oklahoma",40,063,39265.0
"Comanche County, Oklahoma",40,031,52227.0
"Pawnee County, Oklahoma",40,117,47413.0
"Douglas County, Oregon",41,019,45812.0
"Polk County, Oregon",41,053,58344.0
"Deschutes County, Oregon",41,017,63680.0
"Yamhill County, Oregon",41,071,59484.0
"Klamath County, Oregon",41,035,43522.0
"Benton County, Oregon",41,003,58655.0
"Crook County, Oregon",41,013,44524.0
"Harney County, Oregon",41,025,41797.0
"Wallowa County, Oregon",41,063,44953.0
"Wheeler County, Oregon",41,069,33456.0
"Coos County, Oregon",41,011,43308.0
"Hood River County, Oregon",41,027,62935.0
"Multnomah County, Oregon",41,051,64337.0
"Franklin County, Pennsylvania",42,055,59713.0
"Bedford County, Pennsylvania",42,009,49146.0
"Somerset County, Pennsylvania",42,111,48224.0
"York County, Pennsylvania",42,133,63902.0
"Bradford County, Pennsylvania",42,015,51457.0
"Chester County, Pennsylvania",42,029,96726.0
"Indiana County, Pennsylvania",42,063,46877.0
"Washington County, Pennsylvania",42,125,61567.0
"Pike County, Pennsylvania",42,103,64247.0
"Lehigh County, Pennsylvania",42,077,62178.0
"Clarion County, Pennsylvania",42,031,45625.0
"Clearfield County, Pennsylvania",42,033,47270.0
"Lycoming County, Pennsylvania",42,081,52407.0
"Warren County, Pennsylvania",42,123,48409.0
"Elk County, Pennsylvania",42,047,51112.0
"Mercer County, Pennsylvania",42,085,48768.0
"Sullivan County, Pennsylvania",42,113,47346.0
"Kent County, Rhode Island",44,003,70223.0
"Washington County, Rhode Island",44,009,81301.0
"Oconee County, South Carolina",45,073,46056.0
"Allendale County, South Carolina",45,005,24560.0
"Chester County, South Carolina",45,023,40080.0
"Marion County, South Carolina",45,067,33046.0
"Charleston County, South Carolina",45,019,61028.0
"Marlboro County, South Carolina",45,069,34203.0
"Cherokee County, South Carolina",45,021,35836.0
"Jasper County, South Carolina",45,053,41930.0
"Lee County, South Carolina",45,061,31651.0
"Spartanburg County, South Carolina",45,083,50179.0
"Beaufort County, South Carolina",45,013,63110.0
"Saluda County, South Carolina",45,081,44486.0
"Hutchinson County, South Dakota",46,067,54868.0
"Buffalo County, South Dakota",46,017,32500.0
"Dewey County, South Dakota",46,041,43954.0
"Hughes County, South Dakota",46,065,63564.0
"Sanborn County, South Dakota",46,111,54899.0
"Hand County, South Dakota",46,059,52438.0
"Yankton County, South Dakota",46,135,54694.0
"Beadle County, South Dakota",46,005,51700.0
"Davison County, South Dakota",46,035,47772.0
"Jerauld County, South Dakota",46,073,49519.0
"Stanley County, South Dakota",46,117,71763.0
"Potter County, South Dakota",46,107,53600.0
"Charles Mix County, South Dakota",46,023,46389.0
"Marshall County, South Dakota",46,091,63594.0
"Moody County, South Dakota",46,101,58167.0
"Todd County, South Dakota",46,121,24257.0
"Lyman County, South Dakota",46,085,53263.0
"Spink County, South Dakota",46,115,52729.0
"Brookings County, South Dakota",46,011,56370.0
"Hamlin County, South Dakota",46,057,65050.0
"Houston County, Tennessee",47,083,43964.0
"Hardin County, Tennessee",47,071,39798.0
"Hardeman County, Tennessee",47,069,38651.0
"Polk County, Tennessee",47,139,41818.0
"White County, Tennessee",47,185,40745.0
"Unicoi County, Tennessee",47,171,39851.0
"Weakley County, Tennessee",47,183,38566.0
"Bledsoe County, Tennessee",47,007,42889.0
"Coffee County, Tennessee",47,031,47998.0
"Hawkins County, Tennessee",47,073,40335.0
"Macon County, Tennessee",47,111,36246.0
"Robertson County, Tennessee",47,147,61774.0
"Cheatham County, Tennessee",47,021,58641.0
"Giles County, Tennessee",47,055,47528.0
"Madison County, Tennessee",47,113,46223.0
"Pickett County, Tennessee",47,137,41004.0
"Wayne County, Tennessee",47,181,38634.0
"Bedford County, Tennessee",47,003,48945.0
"Cumberland County, Tennessee",47,035,43893.0
"Claiborne County, Tennessee",47,025,36077.0
"Humphreys County, Tennessee",47,085,41510.0
"Putnam County, Tennessee",47,141,40888.0
"Stewart County, Tennessee",47,161,42269.0
"Decatur County, Tennessee",47,039,40233.0
"McNairy County, Tennessee",47,109,36055.0
"Martin County, Texas",48,317,69722.0
"Bradley County, Tennessee",47,011,48140.0
"Kimble County, Texas",48,267,42500.0
"Van Zandt County, Texas",48,467,51935.0
"Yoakum County, Texas",48,501,68814.0
"Red River County, Texas",48,387,37955.0
"Sutton County, Texas",48,435,60543.0
"Upshur County, Texas",48,459,50906.0
"Wharton County, Texas",48,481,49619.0
"Borden County, Texas",48,033,81985.0
"Marion County, Texas",48,315,37283.0
"Grayson County, Texas",48,181,54370.0
"Palo Pinto County, Texas",48,363,45979.0
"DeWitt County, Texas",48,123,53779.0
"Callahan County, Texas",48,059,44602.0
"Gregg County, Texas",48,183,49287.0
"Lubbock County, Texas",48,303,50473.0
"Kaufman County, Texas",48,257,65390.0
"Floyd County, Texas",48,153,48555.0
"Chambers County, Texas",48,071,76850.0
"Bell County, Texas",48,027,54184.0
"Hutchinson County, Texas",48,233,50651.0
"Orange County, Texas",48,361,55700.0
"Winkler County, Texas",48,495,59167.0
"Burnet County, Texas",48,053,59238.0
"Dallas County, Texas",48,113,56854.0
"McMullen County, Texas",48,311,68750.0
"Johnson County, Texas",48,251,62066.0
"Hartley County, Texas",48,205,59280.0
"Limestone County, Texas",48,293,42680.0
"Parker County, Texas",48,367,74625.0
"Culberson County, Texas",48,109,33417.0
"Garza County, Texas",48,169,55039.0
"Travis County, Texas",48,453,71767.0
"Collingsworth County, Texas",48,087,42750.0
"Lamb County, Texas",48,279,43396.0
"Loving County, Texas",48,301,81875.0
"Prentiss County, Mississippi",28,117,37519.0
"Jackson County, Mississippi",28,059,51142.0
"Tunica County, Mississippi",28,143,37822.0
"Claiborne County, Mississippi",28,021,26732.0
"Lauderdale County, Mississippi",28,075,41704.0
"Simpson County, Mississippi",28,127,37946.0
"Attala County, Mississippi",28,007,34756.0
"Coahoma County, Mississippi",28,027,30009.0
"Walthall County, Mississippi",28,147,29804.0
"Pontotoc County, Mississippi",28,115,41379.0
"Alcorn County, Mississippi",28,003,40180.0
"DeSoto County, Mississippi",28,033,65169.0
"Mercer County, Missouri",29,129,44085.0
"Clay County, Missouri",29,047,68367.0
"Dent County, Missouri",29,065,39916.0
"Worth County, Missouri",29,227,52500.0
"St. Louis city, Missouri",29,510,41107.0
"Butler County, Missouri",29,023,39058.0
"Holt County, Missouri",29,087,45610.0
"Montgomery County, Missouri",29,139,45862.0
"Stoddard County, Missouri",29,207,40567.0
"Washington County, Missouri",29,221,39621.0
"DeKalb County, Missouri",29,063,50000.0
"Lafayette County, Missouri",29,107,54661.0
"Schuyler County, Missouri",29,197,39697.0
"Camden County, Missouri",29,029,52087.0
"Jasper County, Missouri",29,097,46929.0
"McDonald County, Missouri",29,119,42019.0
"Polk County, Missouri",29,167,44892.0
"Reynolds County, Missouri",29,179,40929.0
"Scott County, Missouri",29,201,42231.0
"Barton County, Missouri",29,011,41625.0
"Cole County, Missouri",29,051,57587.0
"Gasconade County, Missouri",29,073,53439.0
"Macon County, Missouri",29,121,40007.0
"Pemiscot County, Missouri",29,155,33390.0
"Shannon County, Missouri",29,203,32180.0
"Douglas County, Missouri",29,067,34372.0
"Henry County, Missouri",29,083,43911.0
"Lawrence County, Missouri",29,109,43373.0
"Chouteau County, Montana",30,015,40942.0
"Lincoln County, Montana",30,053,38287.0
"Treasure County, Montana",30,103,42292.0
"Sweet Grass County, Montana",30,097,49514.0
"Prairie County, Montana",30,079,47250.0
"Glacier County, Montana",30,035,31029.0
"Golden Valley County, Montana",30,037,39952.0
"Stillwater County, Montana",30,095,63785.0
"Granite County, Montana",30,039,48958.0
"Madison County, Montana",30,057,50247.0
"Sheridan County, Montana",30,091,54321.0
"Big Horn County, Montana",30,003,46365.0
"Garfield County, Montana",30,033,45893.0
"Lewis and Clark County, Montana",30,049,62130.0
"Missoula County, Montana",30,063,51270.0
"Cascade County, Montana",30,013,48160.0
"Powell County, Montana",30,077,49652.0
"Gallatin County, Montana",30,031,61499.0
"Beaverhead County, Montana",30,001,44809.0
"Musselshell County, Montana",30,065,41612.0
"Sheridan County, Nebraska",31,161,41719.0
"Nuckolls County, Nebraska",31,129,42049.0
"Frontier County, Nebraska",31,063,51855.0
"Douglas County, Nebraska",31,055,61688.0
"Chase County, Nebraska",31,029,55833.0
"Arthur County, Nebraska",31,005,43854.0
"Franklin County, Nebraska",31,061,49235.0
"Jefferson County, Nebraska",31,095,43295.0
"Loup County, Nebraska",31,115,53125.0
"Phelps County, Nebraska",31,137,57241.0
"Scotts Bluff County, Nebraska",31,157,50157.0
"Kimball County, Nebraska",31,105,43856.0
"Merrick County, Nebraska",31,121,54197.0
"Burt County, Nebraska",31,021,51482.0
"Cuming County, Nebraska",31,039,55190.0
"Grant County, Nebraska",31,075,39479.0
"Hayes County, Nebraska",31,085,45515.0
"Cedar County, Nebraska",31,027,58978.0
"Johnson County, Nebraska",31,097,52794.0
"Garfield County, Nebraska",31,071,48545.0
"Pawnee County, Nebraska",31,133,46314.0
"Wheeler County, Nebraska",31,183,52083.0
"York County, Nebraska",31,185,59779.0
"Colfax County, Nebraska",31,037,56528.0
"Logan County, Nebraska",31,113,51607.0
"Polk County, Nebraska",31,143,61962.0
"Brown County, Nebraska",31,017,41550.0
"Lander County, Nevada",32,015,93583.0
"Eureka County, Nevada",32,011,77625.0
"Mercer County, New Jersey",34,021,79990.0
"Somerset County, New Jersey",34,035,111772.0
"Atlantic County, New Jersey",34,001,59989.0
"Middlesex County, New Jersey",34,023,85954.0
"Cape May County, New Jersey",34,009,63690.0
"Union County, New Jersey",34,039,77095.0
"Hunterdon County, New Jersey",34,019,112535.0
"Los Alamos County, New Mexico",35,028,115248.0
"Valencia County, New Mexico",35,061,45084.0
"Bernalillo County, New Mexico",35,001,51643.0
"De Baca County, New Mexico",35,011,31028.0
"Hidalgo County, New Mexico",35,023,36339.0
"Sandoval County, New Mexico",35,043,59420.0
"Curry County, New Mexico",35,009,46182.0
"Harding County, New Mexico",35,021,30875.0
"San Juan County, New Mexico",35,045,50582.0
"Chaves County, New Mexico",35,005,43197.0
"Union County, New Mexico",35,059,37936.0
"Roosevelt County, New Mexico",35,041,40775.0
"Bronx County, New York",36,005,38085.0
"Fulton County, New York",36,035,50248.0
"Rensselaer County, New York",36,083,65851.0
"Dutchess County, New York",36,027,78028.0
"Herkimer County, New York",36,043,51862.0
"St. Lawrence County, New York",36,089,49305.0
"Warren County, New York",36,113,59813.0
"Monroe County, New York",36,055,57479.0
"Ulster County, New York",36,111,63348.0
"Livingston County, New York",36,051,56071.0
"Greene County, New York",36,039,53617.0
"Allegany County, New York",36,003,47033.0
"Cattaraugus County, New York",36,009,47240.0
"Schenectady County, New York",36,093,63785.0
"Yates County, New York",36,123,54343.0
"Haywood County, North Carolina",37,087,49800.0
"Alleghany County, North Carolina",37,005,37558.0
"Cleveland County, North Carolina",37,045,40393.0
"Granville County, North Carolina",37,077,55628.0
"Hoke County, North Carolina",37,093,47535.0
"Iredell County, North Carolina",37,097,58198.0
"Pitt County, North Carolina",37,147,44315.0
"Cherokee County, North Carolina",37,039,40294.0
"Wilkes County, North Carolina",37,193,40829.0
"Alexander County, North Carolina",37,003,44961.0
"Carteret County, North Carolina",37,031,54428.0
"Pasquotank County, North Carolina",37,139,48279.0
"Swain County, North Carolina",37,173,36773.0
"Anson County, North Carolina",37,007,39126.0
"Franklin County, North Carolina",37,069,53175.0
"Macon County, North Carolina",37,113,43597.0
"Transylvania County, North Carolina",37,175,46629.0
"Columbus County, North Carolina",37,047,36398.0
"Montgomery County, North Carolina",37,123,42346.0
"Richmond County, North Carolina",37,153,36091.0
"Surry County, North Carolina",37,171,41068.0
"Buncombe County, North Carolina",37,021,50668.0
"Cabarrus County, North Carolina",37,025,64174.0
"Davidson County, North Carolina",37,057,47271.0
"Hertford County, North Carolina",37,091,37005.0
"Pender County, North Carolina",37,141,52989.0
"Watauga County, North Carolina",37,189,45268.0
"Tyrrell County, North Carolina",37,177,35472.0
"Traill County, North Dakota",38,097,62870.0
"Dickey County, North Dakota",38,021,60918.0
"Ward County, North Dakota",38,101,67753.0
"McHenry County, North Dakota",38,049,62637.0
"Benson County, North Dakota",38,005,44313.0
"Renville County, North Dakota",38,075,68182.0
"Burleigh County, North Dakota",38,015,69719.0
"Oliver County, North Dakota",38,065,68333.0
"Ramsey County, North Dakota",38,071,57313.0
"Griggs County, North Dakota",38,039,52794.0
"Sheridan County, North Dakota",38,083,49261.0
"Wells County, North Dakota",38,103,57989.0
"Mahoning County, Ohio",39,099,44682.0
"Scioto County, Ohio",39,145,39731.0
"Meigs County, Ohio",39,105,43591.0
"Pike County, Ohio",39,131,43729.0
"Hamilton County, Ohio",39,061,54976.0
"Erie County, Ohio",39,043,52270.0
"Lawrence County, Ohio",39,087,44372.0
"Tuscarawas County, Ohio",39,157,51170.0
"Brown County, Ohio",39,015,52356.0
"Licking County, Ohio",39,089,62715.0
"Carroll County, Ohio",39,019,52394.0
"Clermont County, Ohio",39,025,64822.0
"Highland County, Ohio",39,071,43297.0
"Portage County, Ohio",39,133,56618.0
"Belmont County, Ohio",39,013,49361.0
"Perry County, Ohio",39,127,48811.0
"Bandera County, Texas",48,019,53683.0
"Robertson County, Texas",48,395,54201.0
"Taylor County, Texas",48,441,50818.0
"Trinity County, Texas",48,455,40407.0
"Cochran County, Texas",48,079,42798.0
"Comal County, Texas",48,091,75356.0
"Houston County, Texas",48,225,34297.0
"Potter County, Texas",48,375,43157.0
"Scurry County, Texas",48,415,55889.0
"Crane County, Texas",48,103,70398.0
"Stonewall County, Texas",48,433,48000.0
"Brown County, Texas",48,049,45457.0
"Bee County, Texas",48,025,42032.0
"McCulloch County, Texas",48,307,45329.0
"Lee County, Texas",48,287,55000.0
"Ellis County, Texas",48,139,72213.0
"Kerr County, Texas",48,265,52473.0
"Falls County, Texas",48,145,38032.0
"Montgomery County, Iowa",19,137,47648.0
"Mahaska County, Iowa",19,123,52950.0
"Buchanan County, Iowa",19,019,61409.0
"Decatur County, Iowa",19,053,42614.0
"Jackson County, Kansas",20,085,55904.0
"Logan County, Kansas",20,109,51597.0
"Wyandotte County, Kansas",20,209,44873.0
"Clay County, Kansas",20,027,56186.0
"Saline County, Kansas",20,169,50515.0
"Wabaunsee County, Kansas",20,197,60450.0
"Mitchell County, Kansas",20,123,45221.0
"Atchison County, Kansas",20,005,48667.0
"Finney County, Kansas",20,055,56573.0
"Leavenworth County, Kansas",20,103,71184.0
"Stanton County, Kansas",20,187,46726.0
"Meade County, Kansas",20,119,55568.0
"Pratt County, Kansas",20,151,54029.0
"Anderson County, Kansas",20,003,46274.0
"Geary County, Kansas",20,061,49185.0
"Ford County, Kansas",20,057,53072.0
"Marshall County, Kansas",20,117,50234.0
"Cheyenne County, Kansas",20,023,46833.0
"Cowley County, Kansas",20,035,48087.0
"Franklin County, Kansas",20,059,55486.0
"Jewell County, Kansas",20,089,42552.0
"Rice County, Kansas",20,159,50764.0
"Chase County, Kansas",20,017,46295.0
"Wichita County, Kansas",20,203,57566.0
"Norton County, Kansas",20,137,49891.0
"Barton County, Kansas",20,009,50198.0
"Edwards County, Kansas",20,047,49293.0
"Rush County, Kansas",20,165,40598.0
"Marion County, Kansas",20,115,51262.0
"Ottawa County, Kansas",20,143,51971.0
"Barber County, Kansas",20,007,50613.0
"Dickinson County, Kansas",20,041,48167.0
"Trimble County, Kentucky",21,223,47470.0
"Hickman County, Kentucky",21,105,40463.0
"Nelson County, Kentucky",21,179,57469.0
"Grant County, Kentucky",21,081,45610.0
"Logan County, Kentucky",21,141,43842.0
"Pendleton County, Kentucky",21,191,52620.0
"Spencer County, Kentucky",21,215,77738.0
"Bath County, Kentucky",21,011,40837.0
"Boyle County, Kentucky",21,021,43274.0
"Harlan County, Kentucky",21,095,26324.0
"Lincoln County, Kentucky",21,137,39833.0
"Monroe County, Kentucky",21,171,34167.0
"Union County, Kentucky",21,225,42844.0
"Calloway County, Kentucky",21,035,40219.0
"Daviess County, Kentucky",21,059,49836.0
"Pulaski County, Kentucky",21,199,37921.0
"Henderson County, Kentucky",21,101,45389.0
"Knott County, Kentucky",21,119,29326.0
"Muhlenberg County, Kentucky",21,177,43110.0
"Adair County, Kentucky",21,001,39346.0
"Cumberland County, Kentucky",21,057,32906.0
"Lee County, Kentucky",21,129,23972.0
"Lewis County, Kentucky",21,135,31096.0
"Woodford County, Kentucky",21,239,62629.0
"Jessamine County, Kentucky",21,113,56728.0
"Letcher County, Kentucky",21,133,29856.0
"McCracken County, Kentucky",21,145,44486.0
"Whitley County, Kentucky",21,235,36897.0
"Floyd County, Kentucky",21,071,31267.0
"McCreary County, Kentucky",21,147,23273.0
"Metcalfe County, Kentucky",21,169,35809.0
"Rowan County, Kentucky",21,205,37639.0
"Clark County, Kentucky",21,049,52938.0
"Carroll County, Kentucky",21,041,43258.0
"Estill County, Kentucky",21,065,31337.0
"Greenup County, Kentucky",21,089,49343.0
"Carter County, Kentucky",21,043,33067.0
"Lafourche Parish, Louisiana",22,057,53089.0
"Jefferson Davis Parish, Louisiana",22,053,39653.0
"West Feliciana Parish, Louisiana",22,125,55510.0
"Beauregard Parish, Louisiana",22,011,50738.0
"Evangeline Parish, Louisiana",22,039,32180.0
"Lincoln Parish, Louisiana",22,061,34154.0
"Webster Parish, Louisiana",22,119,30358.0
"Iberville Parish, Louisiana",22,047,47797.0
"Morehouse Parish, Louisiana",22,067,33333.0
"Terrebonne Parish, Louisiana",22,109,48866.0
"Claiborne Parish, Louisiana",22,027,27303.0
"Avoyelles Parish, Louisiana",22,009,38077.0
"Pointe Coupee Parish, Louisiana",22,077,44269.0
"Vernon Parish, Louisiana",22,115,47772.0
"Sabine Parish, Louisiana",22,085,39465.0
"LaSalle Parish, Louisiana",22,059,36868.0
"Lincoln County, Maine",23,015,55180.0
"Piscataquis County, Maine",23,021,39470.0
"Washington County, Maine",23,029,41384.0
"Sagadahoc County, Maine",23,023,62131.0
"Kennebec County, Maine",23,011,52929.0
"Hancock County, Maine",23,009,53068.0
"Somerset County, Maryland",24,039,42165.0
"Allegany County, Maryland",24,001,44065.0
"Prince George's County, Maryland",24,033,81969.0
"Frederick County, Maryland",24,021,91999.0
"Kent County, Maryland",24,029,56009.0
"Worcester County, Massachusetts",25,027,71895.0
"Chippewa County, Michigan",26,033,44483.0
"Oakland County, Michigan",26,125,76387.0
"Muskegon County, Michigan",26,121,48329.0
"Lapeer County, Michigan",26,087,58952.0
"Sanilac County, Michigan",26,151,45277.0
"Ontonagon County, Michigan",26,131,38906.0
"Alcona County, Michigan",26,001,39735.0
"Kalkaska County, Michigan",26,079,46004.0
"Ingham County, Michigan",26,065,50940.0
"Ogemaw County, Michigan",26,129,40150.0
"Wexford County, Michigan",26,165,44166.0
"Dickinson County, Michigan",26,043,48966.0
"Menominee County, Michigan",26,109,45508.0
"Missaukee County, Michigan",26,113,44766.0
"Van Buren County, Michigan",26,159,52351.0
"Barry County, Michigan",26,015,61016.0
"Benzie County, Michigan",26,019,56639.0
"Schoolcraft County, Michigan",26,153,40747.0
"Grand Traverse County, Michigan",26,055,61485.0
"Genesee County, Michigan",26,049,47006.0
"Livingston County, Michigan",26,093,80897.0
"Manistee County, Michigan",26,101,47172.0
"Gladwin County, Michigan",26,051,43290.0
"Lawrence County, Arkansas",05,075,38528.0
"Conway County, Arkansas",05,029,41196.0
"Arkansas County, Arkansas",05,001,39466.0
"Lonoke County, Arkansas",05,085,57509.0
"Merced County, California",06,047,50129.0
"Modoc County, California",06,049,45149.0
"Inyo County, California",06,027,52874.0
"Stanislaus County, California",06,099,57387.0
"Tehama County, California",06,103,42899.0
"San Benito County, California",06,069,81977.0
"El Dorado County, California",06,017,80582.0
"San Francisco County, California",06,075,104552.0
"Tulare County, California",06,107,47518.0
"Nevada County, California",06,057,63240.0
"Madera County, California",06,039,52884.0
"Trinity County, California",06,105,38497.0
"San Bernardino County, California",06,071,60164.0
"Placer County, California",06,061,84357.0
"Solano County, California",06,095,77609.0
"Colusa County, California",06,011,56704.0
"Kings County, California",06,031,53865.0
"Fresno County, California",06,019,51261.0
"Ventura County, California",06,111,84017.0
"Weld County, Colorado",08,123,70908.0
"Custer County, Colorado",08,027,44644.0
"Douglas County, Colorado",08,035,115314.0
"La Plata County, Colorado",08,067,64372.0
"Rio Grande County, Colorado",08,105,38639.0
"Bent County, Colorado",08,011,34392.0
"San Juan County, Colorado",08,111,46563.0
"Logan County, Colorado",08,075,48922.0
"Teller County, Colorado",08,119,65382.0
"Elbert County, Colorado",08,039,96658.0
"Lincoln County, Colorado",08,073,49423.0
"Alamosa County, Colorado",08,003,39191.0
"Fremont County, Colorado",08,043,46296.0
"Montrose County, Colorado",08,085,48739.0
"Saguache County, Colorado",08,109,34410.0
"Hinsdale County, Colorado",08,053,52188.0
"Grand County, Colorado",08,049,70469.0
"Otero County, Colorado",08,089,34136.0
"Litchfield County, Connecticut",09,005,78314.0
"New London County, Connecticut",09,011,71368.0
"Wakulla County, Florida",12,129,62778.0
"Fairfield County, Connecticut",09,001,92969.0
"Kent County, Delaware",10,001,58775.0
"Hillsborough County, Florida",12,057,56137.0
"Gulf County, Florida",12,045,44291.0
"Osceola County, Florida",12,097,50063.0
"Walton County, Florida",12,131,53785.0
"Jefferson County, Florida",12,065,48173.0
"Hardee County, Florida",12,049,37594.0
"Okeechobee County, Florida",12,093,40367.0
"Gilchrist County, Florida",12,041,42357.0
"Alachua County, Florida",12,001,49078.0
"Charlotte County, Florida",12,015,49225.0
"Martin County, Florida",12,085,57959.0
"Sarasota County, Florida",12,115,58644.0
"Citrus County, Florida",12,017,41424.0
"Santa Rosa County, Florida",12,113,66242.0
"Broward County, Florida",12,011,57333.0
"Monroe County, Florida",12,087,67023.0
"Whitfield County, Georgia",13,313,46970.0
"Troup County, Georgia",13,285,43850.0
"Harris County, Georgia",13,145,74261.0
"Worth County, Georgia",13,321,46076.0
"Evans County, Georgia",13,109,39701.0
"Webster County, Georgia",13,307,35755.0
"Glascock County, Georgia",13,125,41686.0
"Chatham County, Georgia",13,051,54911.0
"Lanier County, Georgia",13,173,39104.0
"Madison County, Georgia",13,195,51701.0
"Hart County, Georgia",13,147,41358.0
"McIntosh County, Georgia",13,191,47114.0
"Putnam County, Georgia",13,237,51245.0
"Warren County, Georgia",13,301,34730.0
"Bryan County, Georgia",13,029,71322.0
"Camden County, Georgia",13,039,56397.0
"Early County, Georgia",13,099,31567.0
"Coffee County, Georgia",13,069,38266.0
"Gilmer County, Georgia",13,123,49389.0
"Wilkes County, Georgia",13,317,35106.0
"Gordon County, Georgia",13,129,44313.0
"Cherokee County, Georgia",13,057,79670.0
"Lee County, Georgia",13,177,65420.0
"Greene County, Georgia",13,133,49755.0
"Cook County, Georgia",13,075,38408.0
"Fulton County, Georgia",13,121,64787.0
"Lumpkin County, Georgia",13,187,47488.0
"Miller County, Georgia",13,201,42927.0
"Oconee County, Georgia",13,219,88308.0
"Henry County, Georgia",13,151,68609.0
"Long County, Georgia",13,183,55439.0
"Stephens County, Georgia",13,257,43416.0
"Upson County, Georgia",13,293,36529.0
"Peach County, Georgia",13,225,42802.0
"Pierce County, Georgia",13,229,44167.0
"Screven County, Georgia",13,251,37588.0
"Banks County, Georgia",13,011,45373.0
"Clay County, Georgia",13,061,25000.0
"DeKalb County, Georgia",13,089,59280.0
"Jackson County, Georgia",13,157,62495.0
"Lincoln County, Georgia",13,181,41014.0
"Appling County, Georgia",13,001,39561.0
"Pulaski County, Georgia",13,235,38770.0
"Towns County, Georgia",13,281,43927.0
"Turner County, Georgia",13,287,38341.0
"Power County, Idaho",16,077,49985.0
"Oneida County, Idaho",16,071,51058.0
"Lincoln County, Idaho",16,063,48222.0
"Franklin County, Idaho",16,041,56613.0
"Jerome County, Idaho",16,053,49306.0
"Minidoka County, Idaho",16,067,50663.0
"Blaine County, Idaho",16,013,51968.0
"Boundary County, Idaho",16,021,43507.0
"Gooding County, Idaho",16,047,48638.0
"Bear Lake County, Idaho",16,007,54265.0
"Bonneville County, Idaho",16,019,56609.0
"Clearwater County, Idaho",16,035,42348.0
"Lemhi County, Idaho",16,059,37921.0
"Bonner County, Idaho",16,017,48710.0
"Custer County, Idaho",16,037,39957.0
"Madison County, Idaho",16,065,36031.0
"Teton County, Idaho",16,081,68818.0
"Honolulu County, Hawaii",15,003,82906.0
"Vermilion County, Illinois",17,183,45384.0
"Clark County, Illinois",17,023,54158.0
"Effingham County, Illinois",17,049,56293.0
"Hamilton County, Illinois",17,065,56862.0
"Johnson County, Illinois",17,087,50923.0
"Livingston County, Illinois",17,105,56200.0
"Tazewell County, Illinois",17,179,62342.0
"Warren County, Illinois",17,187,49607.0
"Madison County, Illinois",17,119,57890.0
"Mercer County, Illinois",17,131,58011.0
"Alexander County, Illinois",17,003,34709.0
"Randolph County, Illinois",17,157,52107.0
"Macon County, Illinois",17,115,50444.0
"Wayne County, Illinois",17,191,49764.0
"Franklin County, Illinois",17,055,41414.0
"McDonough County, Illinois",17,109,43724.0
"Moultrie County, Illinois",17,139,59623.0
"Pope County, Illinois",17,151,40671.0
"Shelby County, Illinois",17,173,51157.0
"Champaign County, Illinois",17,019,51692.0
"Ford County, Illinois",17,053,51120.0
"Kendall County, Illinois",17,093,91764.0
"Marion County, Illinois",17,121,46102.0
"Mason County, Illinois",17,125,45596.0
"Starke County, Indiana",18,149,48895.0
"Greene County, Indiana",18,055,49177.0
"Wayne County, Indiana",18,177,44228.0
"Dubois County, Indiana",18,037,58994.0
"Hancock County, Indiana",18,059,73142.0
"Ohio County, Indiana",18,115,61148.0
"Parke County, Indiana",18,121,48788.0
"Benton County, Indiana",18,007,46188.0
"Putnam County, Indiana",18,133,56169.0
"Washington County, Indiana",18,175,47078.0
"Henry County, Indiana",18,065,48235.0
"Madison County, Indiana",18,095,47436.0
"Pike County, Indiana",18,125,52527.0
"Steuben County, Indiana",18,151,56101.0
"Miami County, Indiana",18,103,47460.0
"Wells County, Indiana",18,179,56265.0
"Delaware County, Indiana",18,035,42705.0
"Jefferson County, Indiana",18,077,51119.0
"Newton County, Indiana",18,111,53146.0
"St. Joseph County, Indiana",18,141,50938.0
"Switzerland County, Indiana",18,155,47929.0
"Carroll County, Indiana",18,015,56429.0
"Huntington County, Indiana",18,069,52208.0
"White County, Indiana",18,181,55086.0
"Jay County, Indiana",18,075,44772.0
"Clark County, Indiana",18,019,54240.0
"Jefferson County, Iowa",19,101,43378.0
"Allamakee County, Iowa",19,005,51057.0
"Dallas County, Iowa",19,049,84790.0
"Butler County, Iowa",19,023,55999.0
"Fremont County, Iowa",19,071,54281.0
"Taylor County, Iowa",19,173,48717.0
"Worth County, Iowa",19,195,54329.0
"Adams County, Iowa",19,003,49229.0
"Chickasaw County, Iowa",19,037,55385.0
"Dickinson County, Iowa",19,059,58099.0
"Johnson County, Iowa",19,103,61640.0
"Tama County, Iowa",19,171,55898.0
"Franklin County, Iowa",19,069,53742.0
"Carroll County, Iowa",19,027,57674.0
"Floyd County, Iowa",19,067,48110.0
"Louisa County, Iowa",19,115,53943.0
"Lyon County, Iowa",19,119,64352.0
"Shelby County, Iowa",19,165,55489.0
"Henry County, Iowa",19,087,52428.0
"Page County, Iowa",19,145,49974.0
"Pottawattamie County, Iowa",19,155,57467.0
"Clayton County, Iowa",19,043,52828.0
"Buena Vista County, Iowa",19,021,54556.0
"Guthrie County, Iowa",19,077,57075.0
"Humboldt County, Iowa",19,091,52219.0
